MM_DD_HH,L_dashdash_k_d_t,L_dashdash_s_d_t,L_dashdash_w_d_t,L_dashdash_b1_d_t,L_dashdash_b2_d_t,L_dashdash_ba1_d_t,L_dashdash_ba2_d_t,E_E_dmd_d_t
03_09_03,0,0,0,0,0,0,0,0.12755168
03_09_04,0,0,0,0,0,0,0,0.11975168
03_09_05,0,0,0,0,0,0,0,2.506973356
03_09_06,0.565837421,0,0.565837421,0,0,0,0,1.151579398
03_09_07,0.848756131,0,0,0,0,0,0,1.174895533
03_09_08,0,0,0,0,0,0,0,0.920998795
03_09_09,0,0,0,0,0,0,0,0.761183221
03_09_10,0,0,0,0,0,0,0,0.203001438
03_09_11,0,0,0,0,0,0,0,0.962439967
03_09_12,0,0,0,0,0,0,0,0.697799785
03_09_13,0,0,0,0,0,0,0,0.178388308
03_09_14,0,0,0,0,0,0,0,0.196753651
03_09_15,0,0,0,0,0,0,0,0.393147528
03_09_16,0,0,0,0,0,0,0,0.389851541
03_09_17,0,0,0,0,0,0,0,1.035760546
03_09_18,2.263349683,0,0,0,0,0,0,1.131470663
03_09_19,0,0,0,0,25.46268393,0,0,1.112871166
03_09_20,5.092536787,5.658374208,0,0,0,0,1.598046875,0.995656262
03_09_21,0,5.658374208,0,0,0,0,1.598046875,1.496923941
03_09_22,0,2.829187104,0.28291871,0,0,0,3.19609375,1.34877306
03_09_23,0,0,0.28291871,0,0,0,0,0.644964393
03_10_00,0,0,0,0,0,0,0,0.319713338
03_10_01,0,0,0,0,0,0,0,0.11975168
03_10_02,0,0,0,0,0,0,0,0.12755168
03_10_03,0,0,0,0,0,0,0,0.12755168
03_10_04,0,0,0,0,0,0,0,0.11975168
03_10_05,0,0,0,0,0,0,0,3.514199655
03_10_06,0.845182422,0,1.126909895,0,0,0,0,1.248840925
03_10_07,0.563454948,0,0,0,0,0,0,1.052550495
03_10_08,0,0,0,0,0,0,0,0.625997893
03_10_09,0,0,0.281727474,0,0,0,0,0.761183221
03_10_10,0,0,0,0,0,0,0,0.203001438
03_10_11,0,0,0,0,0,0,0,0.391734829
03_10_12,0.845182422,0,0,0,0,0,0,0.602709362
03_10_13,0,0,0,0,0,0,0,0.178388308
03_10_14,0,0,0,0,0,0,0,0.196753651
03_10_15,0,0,0,0,0,0,0,0.379991578
03_10_16,0,0,0.281727474,0,0,0,0,0.423868088
03_10_17,0,0,0,0,0,0,0,1.214184092
03_10_18,4.225912108,0,0,0,0,0,0,1.336101413
03_10_19,1.408637369,0,0,0,25.35547265,0,0,1.289211568
03_10_20,5.071094529,6.338868162,0.563454948,0,0,0,1.69203125,1.210627206
03_10_21,0,7.043186846,0.563454948,0,0,0,1.69203125,1.698985495
03_10_22,0,7.747505531,0.563454948,0,0,0,3.3840625,1.574013352
03_10_23,0,0,0.563454948,0,0,0,0,0.644964393
03_11_00,0,0,0,0,0,0,0,0.22925168
03_11_01,0,0,0,0,0,0,0,0.11975168
03_11_02,0,0,0,0,0,0,0,0.12755168
03_11_03,0,0,0,0,0,0,0,0.12755168
03_11_04,0,0,0,0,0,0,0,0.11975168
03_11_05,0,0,0,0,0,0,0,0.12755168
03_11_06,0,0,0,0,0,0,0,0.12755168
03_11_07,0,0,0.566247372,0,0,0,0,4.770744264
03_11_08,0.849371059,0,0,0,0,0,0,1.944102416
03_11_09,0.566247372,0,0,0,0,0,0,1.203671133
03_11_10,0,0,0.566247372,0,0,0,0,0.699941992
03_11_11,0,0,0,0,0,0,0,0.57116284
03_11_12,4.52997898,0,0,0,0,0,0,0.675630109
03_11_13,0,0,0.283123686,0,0,0,0,0.317971976
03_11_14,0,0,0,0,0,0,0,0.12755168
03_11_15,0,0,0,0,0,0,0,0.12755168
03_11_16,0,0,0.283123686,0,0,0,0,0.908410652
03_11_17,4.52997898,0,0.283123686,0,0,0,0,1.285183666
03_11_18,2.26498949,0,0,0,0,0,0,0.982236941
03_11_19,0,0,0,0,25.48113176,0,0,1.146826719
03_11_20,7.078092156,7.078092156,0.566247372,0,0,0,1.7553125,1.355250894
03_11_21,0,7.078092156,0.566247372,0,0,0,1.7553125,1.664386052
03_11_22,0,14.15618431,0.566247372,0,0,0,3.510625,0.686990966
03_11_23,0,0,0.566247372,0,0,0,0,0.531057418
03_12_00,0,0,0,0,0,0,0,0.22925168
03_12_01,0,0,0,0,0,0,0,0.11975168
03_12_02,0,0,0,0,0,0,0,0.12755168
03_12_03,0,0,0,0,0,0,0,0.12755168
03_12_04,0,0,0,0,0,0,0,0.11975168
03_12_05,0,0,0,0,0,0,0,0.12755168
03_12_06,0,0,0,0,0,0,0,0.12755168
03_12_07,0,0,1.124485833,0,0,0,0,4.788300519
03_12_08,0.843364375,0,0.562242917,0,0,0,0,1.98077708
03_12_09,3.373457499,0,0,0,0,0,0,1.205489461
03_12_10,0,0,0.562242917,0,0,0,0,0.699941992
03_12_11,0,0,0,0,0,0,0,0.57116284
03_12_12,4.497943332,0,0,0,0,0,0,0.675630109
03_12_13,0,0,0.281121458,0,0,0,0,0.317971976
03_12_14,0,0,0,0,0,0,0,0.12755168
03_12_15,0,0,0,0,0,0,0,0.12755168
03_12_16,0,0,0.281121458,0,0,0,0,0.778077941
03_12_17,6.184672082,0,0.281121458,0,0,0,0,0.825846371
03_12_18,0.562242917,0,0,0,0,0,0,0.82134339
03_12_19,0,0,0,0,25.30093124,0,0,0.818857077
03_12_20,10.40149396,7.028036456,0.843364375,0,0,0,1.625625,0.996735154
03_12_21,0,12.65046562,0.843364375,0,0,0,1.625625,1.231994453
03_12_22,0,14.05607291,0.843364375,0,0,0,3.25125,0.686990966
03_12_23,0,0,0.843364375,0,0,0,0,0.531057418
03_13_00,0,0,0,0,0,0,0,0.319713338
03_13_01,0,0,0,0,0,0,0,0.11975168
03_13_02,0,0,0,0,0,0,0,0.12755168
03_13_03,0,0,0,0,0,0,0,0.12755168
03_13_04,0,0,0,0,0,0,0,0.11975168
03_13_05,0,0,0,0,0,0,0,1.667642667
03_13_06,0.834835597,0,1.113114129,0,0,0,0,0.873716966
03_13_07,0.556557064,0,0,0,0,0,0,0.920057511
03_13_08,0,0,0,0,0,0,0,0.636530089
03_13_09,0,0,0.278278532,0,0,0,0,0.761183221
03_13_10,0,0,0,0,0,0,0,0.203001438
03_13_11,0,0,0,0,0,0,0,0.449823639
03_13_12,0.834835597,0,0,0,0,0,0,0.588303177
03_13_13,0,0,0,0,0,0,0,0.178388308
03_13_14,0,0,0,0,0,0,0,0.196753651
03_13_15,0,0,0,0,0,0,0,0.320283398
03_13_16,0,0,0.278278532,0,0,0,0,0.354165126
03_13_17,0,0,0,0,0,0,0,0.919690527
03_13_18,4.174177983,0,0,0,0,0,0,0.986134017
03_13_19,1.391392661,0,0,0,25.0450679,0,0,0.891537315
03_13_20,5.009013579,6.261266974,0.556557064,0,0,0,1.416419271,0.72909669
03_13_21,0,6.956963304,0.556557064,0,0,0,1.416419271,1.155336392
03_13_22,0,7.652659635,0.556557064,0,0,0,2.832838542,1.042953828
03_13_23,0,0,0.556557064,0,0,0,0,0.644964393
03_14_00,0,0,0,0,0,0,0,0.319713338
03_14_01,0,0,0,0,0,0,0,0.11975168
03_14_02,0,0,0,0,0,0,0,0.12755168
03_14_03,0,0,0,0,0,0,0,0.12755168
03_14_04,0,0,0,0,0,0,0,0.11975168
03_14_05,0,0,0,0,0,0,0,1.203946708
03_14_06,0.544448635,0,0.544448635,0,0,0,0,0.802039182
03_14_07,0.816672953,0,0,0,0,0,0,0.885081221
03_14_08,0,0,0,0,0,0,0,0.629177762
03_14_09,0,0,0,0,0,0,0,0.761183221
03_14_10,0,0,0,0,0,0,0,0.203001438
03_14_11,0,0,0,0,0,0,0,0.44796801
03_14_12,0,0,0,0,0,0,0,0.592654355
03_14_13,0,0,0,0,0,0,0,0.178388308
03_14_14,0,0,0,0,0,0,0,0.196753651
03_14_15,0,0,0,0,0,0,0,0.310510906
03_14_16,0,0,0,0,0,0,0,0.319081877
03_14_17,0,0,0,0,0,0,0,0.816384208
03_14_18,2.177794541,0,0,0,0,0,0,0.919464028
03_14_19,0,0,0,0,24.50018858,0,0,0.834214276
03_14_20,4.900037716,5.444486352,0,0,0,0,1.380195313,0.682254194
03_14_21,0,5.444486352,0,0,0,0,1.380195313,1.113956197
03_14_22,0,2.722243176,0.272224318,0,0,0,2.760390625,1.008939073
03_14_23,0,0,0.272224318,0,0,0,0,0.644964393
03_15_00,0,0,0,0,0,0,0,0.319713338
03_15_01,0,0,0,0,0,0,0,0.11975168
03_15_02,0,0,0,0,0,0,0,0.12755168
03_15_03,0,0,0,0,0,0,0,0.12755168
03_15_04,0,0,0,0,0,0,0,0.11975168
03_15_05,0,0,0,0,0,0,0,1.208897289
03_15_06,0.804775441,0,1.073033921,0,0,0,0,0.842219978
03_15_07,0.53651696,0,0,0,0,0,0,0.829329224
03_15_08,0,0,0,0,0,0,0,0.523195921
03_15_09,0,0,0.26825848,0,0,0,0,0.761183221
03_15_10,0,0,0,0,0,0,0,0.203001438
03_15_11,0,0,0,0,0,0,0,0.152180145
03_15_12,0.804775441,0,0,0,0,0,0,0.476150521
03_15_13,0,0,0,0,0,0,0,0.178388308
03_15_14,0,0,0,0,0,0,0,0.196753651
03_15_15,0,0,0,0,0,0,0,0.291903912
03_15_16,0,0,0.26825848,0,0,0,0,0.350483086
03_15_17,0,0,0,0,0,0,0,0.961003199
03_15_18,4.023877204,0,0,0,0,0,0,1.152902049
03_15_19,1.341292401,0,0,0,24.14326322,0,0,1.053090539
03_15_20,4.828652644,6.035815806,0.53651696,0,0,0,1.513072917,0.959310114
03_15_21,0,6.706462006,0.53651696,0,0,0,1.513072917,1.425118382
03_15_22,0,7.377108207,0.53651696,0,0,0,3.026145833,1.296506716
03_15_23,0,0,0.53651696,0,0,0,0,0.644964393
03_16_00,0,0,0,0,0,0,0,0.319713338
03_16_01,0,0,0,0,0,0,0,0.11975168
03_16_02,0,0,0,0,0,0,0,0.12755168
03_16_03,0,0,0,0,0,0,0,0.12755168
03_16_04,0,0,0,0,0,0,0,0.11975168
03_16_05,0,0,0,0,0,0,0,3.50078741
03_16_06,0.795765415,0,1.061020553,0,0,0,0,1.244296291
03_16_07,0.530510277,0,0,0,0,0,0,1.018286352
03_16_08,0,0,0,0,0,0,0,0.573648425
03_16_09,0,0,0.265255138,0,0,0,0,0.761183221
03_16_10,0,0,0,0,0,0,0,0.203001438
03_16_11,0,0,0,0,0,0,0,0.152180145
03_16_12,0.795765415,0,0,0,0,0,0,0.476150521
03_16_13,0,0,0,0,0,0,0,0.178388308
03_16_14,0,0,0,0,0,0,0,0.196753651
03_16_15,0,0,0,0,0,0,0,0.12755168
03_16_16,0,0,0.265255138,0,0,0,0,0.183056396
03_16_17,0,0,0,0,0,0,0,0.799752492
03_16_18,3.978827074,0,0,0,0,0,0,1.026301539
03_16_19,1.326275691,0,0,0,23.87296244,0,0,0.921694593
03_16_20,4.774592489,5.968240611,0.530510277,0,0,0,1.64859375,0.867965711
03_16_21,0,6.631378457,0.530510277,0,0,0,1.64859375,1.378861264
03_16_22,0,7.294516302,0.530510277,0,0,0,3.2971875,1.330529183
03_16_23,0,0,0.530510277,0,0,0,0,0.644964393
03_17_00,0,0,0,0,0,0,0,0.319713338
03_17_01,0,0,0,0,0,0,0,0.11975168
03_17_02,0,0,0,0,0,0,0,0.12755168
03_17_03,0,0,0,0,0,0,0,0.12755168
03_17_04,0,0,0,0,0,0,0,0.11975168
03_17_05,0,0,0,0,0,0,0,3.482805981
03_17_06,0.788653644,0,1.051538191,0,0,0,0,1.775493114
03_17_07,0.525769096,0,0,0,0,0,0,1.28438034
03_17_08,0,0,0,0,0,0,0,0.692273429
03_17_09,0,0,0.262884548,0,0,0,0,0.761183221
03_17_10,0,0,0,0,0,0,0,0.203001438
03_17_11,0,0,0,0,0,0,0,0.152180145
03_17_12,0.788653644,0,0,0,0,0,0,0.476150521
03_17_13,0,0,0,0,0,0,0,0.178388308
03_17_14,0,0,0,0,0,0,0,0.196753651
03_17_15,0,0,0,0,0,0,0,0.12755168
03_17_16,0,0,0.262884548,0,0,0,0,0.183056396
03_17_17,0,0,0,0,0,0,0,0.608310061
03_17_18,3.943268218,0,0,0,0,0,0,0.869705959
03_17_19,1.314422739,0,0,0,23.65960931,0,0,0.805631221
03_17_20,4.731921862,5.914902327,0.525769096,0,0,0,1.591614583,0.725797336
03_17_21,0,6.572113697,0.525769096,0,0,0,1.591614583,1.260156476
03_17_22,0,7.229325066,0.525769096,0,0,0,3.183229167,1.195050834
03_17_23,0,0,0.525769096,0,0,0,0,0.644964393
03_18_00,0,0,0,0,0,0,0,0.22925168
03_18_01,0,0,0,0,0,0,0,0.11975168
03_18_02,0,0,0,0,0,0,0,0.12755168
03_18_03,0,0,0,0,0,0,0,0.12755168
03_18_04,0,0,0,0,0,0,0,0.11975168
03_18_05,0,0,0,0,0,0,0,0.12755168
03_18_06,0,0,0,0,0,0,0,0.12755168
03_18_07,0,0,0.521134859,0,0,0,0,3.25832219
03_18_08,0.781702288,0,0,0,0,0,0,1.507036224
03_18_09,0.521134859,0,0,0,0,0,0,1.052290562
03_18_10,0,0,0.521134859,0,0,0,0,0.699941992
03_18_11,0,0,0,0,0,0,0,0.57116284
03_18_12,4.169078871,0,0,0,0,0,0,0.675630109
03_18_13,0,0,0.260567429,0,0,0,0,0.317971976
03_18_14,0,0,0,0,0,0,0,0.12755168
03_18_15,0,0,0,0,0,0,0,0.12755168
03_18_16,0,0,0.260567429,0,0,0,0,0.778077941
03_18_17,4.169078871,0,0.260567429,0,0,0,0,0.825846371
03_18_18,2.084539435,0,0,0,0,0,0,0.714641793
03_18_19,0,0,0,0,23.45106865,0,0,0.311755889
03_18_20,6.514185736,6.514185736,0.521134859,0,0,0,1.558606771,0.964142843
03_18_21,0,6.514185736,0.521134859,0,0,0,1.558606771,1.262973338
03_18_22,0,13.02837147,0.521134859,0,0,0,3.117213542,0.686990966
03_18_23,0,0,0.521134859,0,0,0,0,0.531057418
03_19_00,0,0,0,0,0,0,0,0.22925168
03_19_01,0,0,0,0,0,0,0,0.11975168
03_19_02,0,0,0,0,0,0,0,0.12755168
03_19_03,0,0,0,0,0,0,0,0.12755168
03_19_04,0,0,0,0,0,0,0,0.11975168
03_19_05,0,0,0,0,0,0,0,0.12755168
03_19_06,0,0,0.778770242,0,0,0,0,0.288182032
03_19_07,0,0,0.778770242,0,0,0,0,3.088354649
03_19_08,4.153441292,0,0,0,0,0,0,1.62577445
03_19_09,0,0,0,0,0,0,0,0.532190169
03_19_10,0,0,0,0,0,0,0,0.11975168
03_19_11,0,0,0,0,0,0,0,0.12755168
03_19_12,0,0,0,0,0,0,0,0.12755168
03_19_13,0,0,0,0,0,0,0,0.11975168
03_19_14,0,0,0,0,0,0,0,0.12755168
03_19_15,0,0,0,0,0,0,0,0.12755168
03_19_16,0,0,0,0,0,0,0,0.11975168
03_19_17,0,0,0,0,0,0,0,0.12755168
03_19_18,0,0,0,0,0,0,0,0.12755168
03_19_19,0,0,0,0,0,0,0,0.537918933
03_19_20,0,5.840776817,0,0,0,0,0,1.030874512
03_19_21,0,6.489752019,1.038360323,0,0,0,0,1.164806467
03_19_22,0,12.33052884,0.519180161,0,0,0,0,0.470100966
03_19_23,0,0,0.519180161,0,0,0,0,0.641801206
03_20_00,0,0,0,0,0,0,0,0.319713338
03_20_01,0,0,0,0,0,0,0,0.11975168
03_20_02,0,0,0,0,0,0,0,0.12755168
03_20_03,0,0,0,0,0,0,0,0.12755168
03_20_04,0,0,0,0,0,0,0,0.11975168
03_20_05,0,0,0,0,0,0,0,1.266584133
03_20_06,0.771908007,0,1.029210676,0,0,0,0,0.845295324
03_20_07,0.514605338,0,0,0,0,0,0,0.902612517
03_20_08,0,0,0,0,0,0,0,0.65012974
03_20_09,0,0,0.257302669,0,0,0,0,0.761183221
03_20_10,0,0,0,0,0,0,0,0.203001438
03_20_11,0,0,0,0,0,0,0,0.152180145
03_20_12,0.771908007,0,0,0,0,0,0,0.476150521
03_20_13,0,0,0,0,0,0,0,0.178388308
03_20_14,0,0,0,0,0,0,0,0.196753651
03_20_15,0,0,0,0,0,0,0,0.12755168
03_20_16,0,0,0.257302669,0,0,0,0,0.183056396
03_20_17,0,0,0,0,0,0,0,0.45357811
03_20_18,3.859540034,0,0,0,0,0,0,0.733952647
03_20_19,1.286513345,0,0,0,23.15724021,0,0,0.498210552
03_20_20,4.631448041,5.789310052,0.514605338,0,0,0,1.340247396,0.328932767
03_20_21,0,6.432566724,0.514605338,0,0,0,1.340247396,0.60098913
03_20_22,0,7.075823396,0.514605338,0,0,0,2.680494792,0.762622749
03_20_23,0,0,0.514605338,0,0,0,0,0.644964393
03_21_00,0,0,0,0,0,0,0,0.22925168
03_21_01,0,0,0,0,0,0,0,0.11975168
03_21_02,0,0,0,0,0,0,0,0.12755168
03_21_03,0,0,0,0,0,0,0,0.12755168
03_21_04,0,0,0,0,0,0,0,0.11975168
03_21_05,0,0,0,0,0,0,0,0.12755168
03_21_06,0,0,0,0,0,0,0,0.12755168
03_21_07,0,0,0.502354317,0,0,0,0,1.461236301
03_21_08,0.753531475,0,0,0,0,0,0,1.301752301
03_21_09,0.502354317,0,0,0,0,0,0,1.198524394
03_21_10,0,0,0.502354317,0,0,0,0,1.13495574
03_21_11,0,0,0,0,0,0,0,0.916361737
03_21_12,4.018834535,0,0,0,0,0,0,0.900347714
03_21_13,0,0,0.251177158,0,0,0,0,0.317971976
03_21_14,0,0,0,0,0,0,0,0.12755168
03_21_15,0,0,0,0,0,0,0,0.711371495
03_21_16,0,0,0.251177158,0,0,0,0,1.214274593
03_21_17,4.018834535,0,0.251177158,0,0,0,0,1.252943363
03_21_18,2.009417267,0,0,0,0,0,0,0.930783555
03_21_19,0,0,0,0,22.60594426,0,0,0.91146635
03_21_20,6.27942896,6.27942896,0.502354317,0,0,0,1.453658854,1.004927639
03_21_21,0,6.27942896,0.502354317,0,0,0,1.453658854,1.228837764
03_21_22,0,12.55885792,0.502354317,0,0,0,2.907317708,0.686990966
03_21_23,0,0,0.502354317,0,0,0,0,0.531057418
03_22_00,0,0,0,0,0,0,0,0.319713338
03_22_01,0,0,0,0,0,0,0,0.11975168
03_22_02,0,0,0,0,0,0,0,0.12755168
03_22_03,0,0,0,0,0,0,0,0.12755168
03_22_04,0,0,0,0,0,0,0,0.11975168
03_22_05,0,0,0,0,0,0,0,1.573098687
03_22_06,0.737516622,0,0.983355496,0,0,0,0,0.860769076
03_22_07,2.704227614,0,0,0,0,0,0,0.773633125
03_22_08,0,0,0.245838874,0,0,0,0,0.410948748
03_22_09,0,0,0.245838874,0,0,0,0,0.761183221
03_22_10,0,0,0,0,0,0,0,0.203001438
03_22_11,0,0,0,0,0,0,0,0.152180145
03_22_12,1.475033244,0,0,0,0,0,0,0.476150521
03_22_13,0,0,0,0,0,0,0,0.178388308
03_22_14,0,0,0,0,0,0,0,0.196753651
03_22_15,0,0,0,0,0,0,0,0.12755168
03_22_16,0,0,0.245838874,0,0,0,0,0.183056396
03_22_17,0,0,0.245838874,0,0,0,0,0.45357811
03_22_18,3.68758311,0,0.245838874,0,0,0,0,0.733952647
03_22_19,1.22919437,0,0,0,22.12549866,0,0,0.498210552
03_22_20,6.883488472,6.14597185,0.491677748,0,0,0,1.370208333,0.328932767
03_22_21,0,6.14597185,0.491677748,0,0,0,1.370208333,0.866356923
03_22_22,0,12.2919437,0.491677748,0,0,0,2.740416667,0.990170886
03_22_23,0,0,0.491677748,0,0,0,0,0.644964393
03_23_00,0,0,0,0,0,0,0,0.319713338
03_23_01,0,0,0,0,0,0,0,0.11975168
03_23_02,0,0,0,0,0,0,0,0.12755168
03_23_03,0,0,0,0,0,0,0,0.12755168
03_23_04,0,0,0,0,0,0,0,0.11975168
03_23_05,0,0,0,0,0,0,0,1.68911396
03_23_06,0.483003407,0,0.483003407,0,0,0,0,0.918402594
03_23_07,0.724505111,0,0,0,0,0,0,0.78906189
03_23_08,0,0,0,0,0,0,0,0.410948748
03_23_09,0,0,0,0,0,0,0,0.761183221
03_23_10,0,0,0,0,0,0,0,0.203001438
03_23_11,0,0,0,0,0,0,0,0.152180145
03_23_12,0,0,0,0,0,0,0,0.476150521
03_23_13,0,0,0,0,0,0,0,0.178388308
03_23_14,0,0,0,0,0,0,0,0.196753651
03_23_15,0,0,0,0,0,0,0,0.12755168
03_23_16,0,0,0,0,0,0,0,0.183056396
03_23_17,0,0,0,0,0,0,0,0.45357811
03_23_18,1.932013629,0,0,0,0,0,0,0.733952647
03_23_19,0,0,0,0,21.73515332,0,0,0.498210552
03_23_20,4.347030665,4.830034072,0,0,0,0,1.467200521,0.656566215
03_23_21,0,4.830034072,0,0,0,0,1.467200521,1.187657531
03_23_22,0,2.415017036,0.241501704,0,0,0,2.934401042,1.134644093
03_23_23,0,0,0.241501704,0,0,0,0,0.644964393
03_24_00,0,0,0,0,0,0,0,0.319713338
03_24_01,0,0,0,0,0,0,0,0.11975168
03_24_02,0,0,0,0,0,0,0,0.12755168
03_24_03,0,0,0,0,0,0,0,0.12755168
03_24_04,0,0,0,0,0,0,0,0.11975168
03_24_05,0,0,0,0,0,0,0,3.510652817
03_24_06,0.727178709,0,0.969571612,0,0,0,0,1.39325724
03_24_07,0.484785806,0,0,0,0,0,0,1.038301339
03_24_08,0,0,0,0,0,0,0,0.608634072
03_24_09,0,0,0.242392903,0,0,0,0,0.761183221
03_24_10,0,0,0,0,0,0,0,0.203001438
03_24_11,0,0,0,0,0,0,0,0.152180145
03_24_12,0.727178709,0,0,0,0,0,0,0.476150521
03_24_13,0,0,0,0,0,0,0,0.178388308
03_24_14,0,0,0,0,0,0,0,0.196753651
03_24_15,0,0,0,0,0,0,0,0.313455876
03_24_16,0,0,0.242392903,0,0,0,0,0.356165742
03_24_17,0,0,0,0,0,0,0,0.91596175
03_24_18,3.635893545,0,0,0,0,0,0,0.996646706
03_24_19,1.211964515,0,0,0,21.81536127,0,0,0.895311502
03_24_20,4.363072254,5.453840317,0.484785806,0,0,0,1.553359375,0.735046388
03_24_21,0,6.059822575,0.484785806,0,0,0,1.553359375,1.156504202
03_24_22,0,6.665804832,0.484785806,0,0,0,3.10671875,1.03315146
03_24_23,0,0,0.484785806,0,0,0,0,0.644964393
03_25_00,0,0,0,0,0,0,0,0.22925168
03_25_01,0,0,0,0,0,0,0,0.11975168
03_25_02,0,0,0,0,0,0,0,0.12755168
03_25_03,0,0,0,0,0,0,0,0.12755168
03_25_04,0,0,0,0,0,0,0,0.11975168
03_25_05,0,0,0,0,0,0,0,0.12755168
03_25_06,0,0,0,0,0,0,0,0.12755168
03_25_07,0,0,0.490863786,0,0,0,0,1.157825889
03_25_08,0.736295679,0,0,0,0,0,0,1.165251727
03_25_09,0.490863786,0,0,0,0,0,0,1.14121747
03_25_10,0,0,0.490863786,0,0,0,0,0.699941992
03_25_11,0,0,0,0,0,0,0,0.57116284
03_25_12,3.926910287,0,0,0,0,0,0,0.675630109
03_25_13,0,0,0.245431893,0,0,0,0,0.317971976
03_25_14,0,0,0,0,0,0,0,0.12755168
03_25_15,0,0,0,0,0,0,0,0.12755168
03_25_16,0,0,0.245431893,0,0,0,0,0.778077941
03_25_17,3.926910287,0,0.245431893,0,0,0,0,0.923270291
03_25_18,1.963455144,0,0,0,0,0,0,0.714641793
03_25_19,0,0,0,0,22.08887037,0,0,0.718130871
03_25_20,6.135797324,6.135797324,0.490863786,0,0,0,1.289296875,0.886886502
03_25_21,0,6.135797324,0.490863786,0,0,0,1.289296875,1.094740829
03_25_22,0,12.27159465,0.490863786,0,0,0,2.57859375,0.686990966
03_25_23,0,0,0.490863786,0,0,0,0,0.531057418
03_26_00,0,0,0,0,0,0,0,0.22925168
03_26_01,0,0,0,0,0,0,0,0.11975168
03_26_02,0,0,0,0,0,0,0,0.12755168
03_26_03,0,0,0,0,0,0,0,0.12755168
03_26_04,0,0,0,0,0,0,0,0.11975168
03_26_05,0,0,0,0,0,0,0,0.12755168
03_26_06,0,0,0,0,0,0,0,0.12755168
03_26_07,0,0,0.966018697,0,0,0,0,1.145807659
03_26_08,0.724514023,0,0.483009349,0,0,0,0,1.018281559
03_26_09,2.898056091,0,0,0,0,0,0,0.735380302
03_26_10,0,0,0.483009349,0,0,0,0,0.699941992
03_26_11,0,0,0,0,0,0,0,0.57116284
03_26_12,3.864074788,0,0,0,0,0,0,0.675630109
03_26_13,0,0,0.241504674,0,0,0,0,0.317971976
03_26_14,0,0,0,0,0,0,0,0.12755168
03_26_15,0,0,0,0,0,0,0,0.12755168
03_26_16,0,0,0.241504674,0,0,0,0,0.778077941
03_26_17,5.313102834,0,0.241504674,0,0,0,0,0.979866463
03_26_18,0.483009349,0,0,0,0,0,0,0.884718092
03_26_19,0,0,0,0,21.73542068,0,0,0.889075806
03_26_20,8.935672948,6.037616856,0.724514023,0,0,0,1.460598958,1.085956591
03_26_21,0,10.86771034,0.724514023,0,0,0,1.460598958,1.336384602
03_26_22,0,12.07523371,0.724514023,0,0,0,2.921197917,0.686990966
03_26_23,0,0,0.724514023,0,0,0,0,0.531057418
03_27_00,0,0,0,0,0,0,0,0.319713338
03_27_01,0,0,0,0,0,0,0,0.11975168
03_27_02,0,0,0,0,0,0,0,0.12755168
03_27_03,0,0,0,0,0,0,0,0.12755168
03_27_04,0,0,0,0,0,0,0,0.11975168
03_27_05,0,0,0,0,0,0,0,2.263734206
03_27_06,0.714951453,0,0.953268604,0,0,0,0,1.062449668
03_27_07,0.476634302,0,0,0,0,0,0,1.074642684
03_27_08,0,0,0,0,0,0,0,0.708590081
03_27_09,0,0,0.238317151,0,0,0,0,0.761183221
03_27_10,0,0,0,0,0,0,0,0.203001438
03_27_11,0,0,0,0,0,0,0,0.414713719
03_27_12,0.714951453,0,0,0,0,0,0,0.595932776
03_27_13,0,0,0,0,0,0,0,0.178388308
03_27_14,0,0,0,0,0,0,0,0.196753651
03_27_15,0,0,0,0,0,0,0,0.253110672
03_27_16,0,0,0.238317151,0,0,0,0,0.321140859
03_27_17,0,0,0,0,0,0,0,0.892870268
03_27_18,3.574757266,0,0,0,0,0,0,1.104744099
03_27_19,1.191585755,0,0,0,21.4485436,0,0,1.025272119
03_27_20,4.289708719,5.362135899,0.476634302,0,0,0,1.567747396,0.930731986
03_27_21,0,5.957928777,0.476634302,0,0,0,1.567747396,1.443468213
03_27_22,0,6.553721654,0.476634302,0,0,0,3.135494792,1.296435452
03_27_23,0,0,0.476634302,0,0,0,0,0.644964393
03_28_00,0,0,0,0,0,0,0,0.319713338
03_28_01,0,0,0,0,0,0,0,0.11975168
03_28_02,0,0,0,0,0,0,0,0.12755168
03_28_03,0,0,0,0,0,0,0,0.12755168
03_28_04,0,0,0,0,0,0,0,0.11975168
03_28_05,0,0,0,0,0,0,0,3.569690839
03_28_06,0.475796575,0,0.475796575,0,0,0,0,1.081595512
03_28_07,0.713694862,0,0,0,0,0,0,0.941510143
03_28_08,0,0,0,0,0,0,0,0.570250476
03_28_09,0,0,0,0,0,0,0,0.761183221
03_28_10,0,0,0,0,0,0,0,0.203001438
03_28_11,0,0,0,0,0,0,0,0.265531772
03_28_12,0,0,0,0,0,0,0,0.476150521
03_28_13,0,0,0,0,0,0,0,0.178388308
03_28_14,0,0,0,0,0,0,0,0.196753651
03_28_15,0,0,0,0,0,0,0,0.12755168
03_28_16,0,0,0,0,0,0,0,0.291281927
03_28_17,0,0,0,0,0,0,0,0.829821414
03_28_18,1.903186299,0,0,0,0,0,0,1.018353715
03_28_19,0,0,0,0,21.41084586,0,0,0.950649612
03_28_20,4.282169172,4.757965747,0,0,0,0,1.582473958,0.895742944
03_28_21,0,4.757965747,0,0,0,0,1.582473958,1.379751832
